"num_critic_for_reviews","duration","director_facebook_likes","gross","num_voted_users","facenumber_in_poster","num_user_for_reviews","language","country","content_rating","imdb_score","movie_facebook_likes","length_of_title","years","average_actor_likes","genres_new"
167,100,143,5005883,29649,1,361,"English","USA","R",6.1,0,5,14,647,"Drama"
350,125,78,5749134,45799,0,180,"English","USA","R",7,0,19,4,905,"Action"
99,119,18,4234040,14301,0,45,"English","USA","PG-13",7,0,15,10,16,"Biography"
231,135,162,4001121,48346,0,230,"English","USA","R",7,0,14,11,12076,"Biography"
119,93,19,3749061,28629,3,113,"English","USA","PG-13",4.9,0,21,6,9540,"Action"
182,114,0,3519627,41737,4,105,"English","USA","PG-13",6.9,0,18,10,766,"Adventure"
245,124,0,3081925,55842,0,274,"English","USA","R",7.5,13000,20,10,7877,"Comedy"
174,134,6000,2298191,221552,0,570,"Japanese","Japan","PG-13",8.4,11000,17,21,830,"Adventure"
69,114,22,2353728,4293,5,53,"French","France","PG-13",6.9,235,10,15,511,"Comedy"
26,124,42,2000000,2998,0,74,"English","USA","PG",4.5,1000,20,38,379,"Biography"
168,104,214,1900725,43205,1,232,"English","Australia","R",7.4,0,15,13,646,"Crime"
27,118,14,2246000,2302,4,20,"English","USA","PG",7,0,7,3,1056,"Biography"
28,80,121,1646664,4518,2,66,"English","USA","R",2.8,241,7,15,682,"Comedy"
146,107,110,1190018,261317,2,1137,"English","USA","R",7.5,20000,11,16,8199,"Action"
67,125,55,1027749,8087,4,33,"English","Australia","R",7.1,1000,25,10,334,"Drama"
93,115,115,882710,16215,2,138,"English","USA","R",6.4,401,9,18,3659,"Crime"
28,88,12,1064277,14015,0,83,"English","USA","G",6.7,831,43,6,581,"Adventure"
131,122,11000,531009,7976,0,61,"English","USA","R",5.3,0,10,3,7396,"Drama"
105,103,78,410388,13727,1,79,"Japanese","Japan","PG-13",6.9,973,8,14,308,"Action"
21,101,25,375474,2613,0,46,"English","USA","PG",6.2,445,23,13,6377,"Drama"
140,101,46,578382,41249,2,67,"English","USA","R",6.3,0,15,8,12634,"Crime"
9,107,58,305070,3843,1,25,"English","USA","R",6.4,399,8,24,519,"Action"
83,86,0,206678,11391,1,66,"Cantonese","Hong Kong","PG",6.5,1000,3,10,27,"Comedy"
8,118,8,146072,7147,0,16,"French","France","",6,136,39,20,58,"Comedy"
138,107,14,1183354,13026,1,75,"English","USA","PG-13",5.1,0,24,8,361,"Action"
42,100,3,121972,9868,3,81,"English","USA","R",5.5,217,13,16,4983,"Crime"
92,110,278,263365,6147,2,36,"English","USA","PG-13",5.4,0,11,8,1261,"Comedy"
140,106,448,54734,20821,1,62,"English","Spain","R",5.7,0,10,3,3466,"Crime"
143,125,43,8047690,77656,0,220,"Mandarin","China","PG-13",7.5,0,16,12,867,"Drama"
160,184,34,476270,29602,2,110,"German","Germany","R",7.4,0,26,10,371,"Action"
92,236,0,184208848,186485,1,382,"English","USA","PG-13",8,0,18,28,668,"Adventure"
286,97,52,100292856,160418,0,296,"English","USA","R",5.7,16000,11,7,1447,"Comedy"
43,113,17,58571513,30213,1,112,"English","USA","R",6.8,0,11,29,5050,"Crime"
69,95,15,51431160,62861,2,232,"English","USA","PG",5.9,0,18,14,793,"Comedy"
242,103,0,103001286,222018,0,869,"English","USA","R",7.2,11000,6,22,397,"Horror"
149,91,17,41867960,65512,0,478,"English","USA","R",5.5,0,15,17,822,"Horror"
198,116,0,210609762,732212,0,809,"English","USA","PG",8.5,39000,18,33,716,"Adventure"
147,93,37,40846082,45317,0,536,"English","USA","R",5.6,0,21,19,753,"Horror"
36,113,0,51697449,8346,6,59,"English","USA","PG-13",4.1,1000,26,9,377,"Comedy"
181,101,8,27758465,77987,2,120,"English","USA","PG-13",6.1,0,10,8,368,"Comedy"
97,95,189,56127162,57479,2,205,"English","USA","PG-13",5.4,0,12,15,371,"Comedy"
167,109,93,1357042,53977,1,125,"English","Belgium","R",7.1,14000,18,7,11507,"Biography"
47,85,2,15911333,2855,1,119,"English","UK","G",3.6,663,29,18,647,"Adventure"
308,101,42,39103378,93272,0,251,"English","USA","R",6.5,0,11,8,701,"Horror"
246,125,6000,10049886,417971,0,902,"Japanese","Japan","PG",8.6,28000,13,17,11,"Adventure"
29,132,79,8600000,17982,2,95,"English","UK","PG",7,1000,10,34,9000,"Action"
252,131,33,21483154,98741,1,236,"English","USA","PG-13",7.6,53000,14,5,576,"Drama"
102,129,51,8396942,72715,1,103,"English","USA","R",6.5,0,9,10,800,"Adventure"
134,100,14,12561,71276,2,181,"English","USA","PG",6.4,13000,9,8,1301,"Comedy"
136,97,31,6923891,43867,4,83,"English","USA","R",6.3,0,20,7,1521,"Comedy"
102,121,33,5308553,5147,2,37,"English","USA","PG",6.4,0,15,6,808,"Drama"
10,92,22,2119994,1153,0,15,"English","USA","G",5.7,238,14,25,1,"Family"
31,116,500,1292527,3536,2,44,"English","France","R",6.3,228,11,22,4510,"Crime"
63,110,44,560512,550,0,3,"Hebrew","USA","R",7.8,599,11,2,2925,"Drama"
220,90,15,64255243,80903,0,518,"English","USA","R",6,0,21,13,40000,"Drama"
241,81,0,22245861,143251,0,710,"English","USA","R",7.7,0,11,16,7945,"Comedy"
252,97,0,20433940,78883,8,662,"English","Canada","R",6.2,0,16,13,472,"Horror"
156,118,0,10562387,213226,0,648,"English","USA","R",7.7,15000,30,20,13748,"Adventure"
192,100,0,18439082,94292,3,287,"English","USA","PG-13",6.4,13000,22,9,1995,"Comedy"
351,97,89,150056505,216581,3,397,"English","USA","R",6.4,21000,9,4,682,"Comedy"
57,114,55,119938730,265818,0,213,"English","USA","PG-13",6.9,0,8,24,524,"Action"
99,130,545,114968774,153468,1,204,"English","USA","PG",7.3,0,3,30,8899,"Comedy"
343,82,119,128505958,297014,1,1198,"English","USA","R",7.3,0,83,12,168,"Comedy"
163,96,126,95001351,131801,1,548,"English","USA","PG-13",6.2,0,14,17,1124,"Comedy"
110,105,12000,76400000,58743,1,192,"English","USA","PG",6.6,0,35,34,4436,"Action"
233,122,301,75072454,96569,0,522,"English","USA","PG-13",6.7,0,26,13,665,"Drama"
91,88,31,65535067,59380,1,202,"English","USA","R",5.7,0,26,19,659,"Comedy"
169,110,179,13998282,24854,1,374,"English","USA","PG-13",3.1,31000,11,4,4578,"Action"
142,103,15,6061759,49077,0,475,"English","USA","PG-13",6.3,0,16,13,482,"Comedy"
50,106,8,64955956,10104,4,69,"English","USA","PG-13",5.7,265,30,14,642,"Comedy"
195,98,72,60057639,107815,2,485,"English","USA","R",7.1,10000,9,15,730,"Comedy"
129,68,116,53868030,183425,2,425,"English","USA","PG-13",7,0,43,21,2995,"Comedy"
156,94,52,59573085,13562,10,103,"English","USA","PG-13",6.1,19000,26,2,380,"Comedy"
103,99,42,52691009,18727,2,45,"English","USA","PG",6.6,0,35,7,700,"Comedy"
217,107,323,59735548,290949,1,629,"English","USA","R",7.8,13000,8,31,931,"Action"
134,180,869,51600000,270790,0,549,"English","USA","R",8.3,16000,7,34,628,"Biography"
146,89,29,43818159,27664,0,260,"English","USA","PG-13",3.9,1000,10,10,1049,"Horror"
159,97,70,86049418,245989,4,554,"English","USA","PG-13",7,0,10,14,1208,"Comedy"
111,113,22,43601508,35718,1,317,"English","USA","PG-13",6.7,0,20,15,349,"Comedy"
187,131,500,41300105,65201,0,651,"English","UK","R",7.3,0,12,17,705,"Drama"
44,103,0,41382841,27149,0,96,"English","USA","PG-13",6.3,0,21,32,4568,"Comedy"
588,119,0,42335698,395087,8,1101,"English","USA","R",7.8,114000,47,4,7176,"Comedy"
415,98,11000,33404871,150082,1,384,"English","USA","PG-13",7.3,36000,12,5,360,"Drama"
279,111,521,31471430,83374,0,828,"English","USA","R",7.6,0,9,12,76,"Drama"
97,94,23,30222640,36666,2,144,"English","USA","PG-13",5.3,0,5,15,1194,"Drama"
60,122,380,26830000,101889,3,365,"English","USA","R",7.9,0,5,29,10333,"Drama"
27,81,8,26906039,29621,2,76,"English","USA","PG-13",5.3,588,8,22,547,"Action"
212,89,0,21378000,46492,0,335,"English","USA","R",6.8,7000,7,38,1144,"Fantasy"
110,106,80,43853424,35514,1,114,"English","USA","PG",7.1,15000,11,7,1173,"Biography"
190,86,62,23993605,52467,1,248,"English","USA","R",5.8,0,18,9,236,"Comedy"
77,103,130,26400000,62009,1,109,"English","USA","PG",5.8,2000,19,34,524,"Action"
151,121,17000,45250,235133,1,494,"English","USA","R",8.3,0,11,38,7583,"Biography"
111,109,7,22927390,25344,0,77,"English","USA","PG-13",5.6,0,12,9,1269,"Drama"
64,109,272,4250320,14870,1,86,"English","USA","PG-13",6.8,0,21,33,141,"Adventure"
134,123,64,22452209,14062,0,82,"English","USA","PG",5,0,4,9,722,"Comedy"
450,94,0,18329466,279179,0,440,"English","USA","R",7.6,63000,9,8,3955,"Adventure"
128,94,11000,17071230,31169,0,192,"English","USA","PG",6.7,812,17,18,7658,"Comedy"
68,115,13,17174870,15817,2,210,"English","USA","PG-13",6.7,0,12,18,363,"Drama"
97,107,24,26284475,9051,13,68,"English","USA","PG-13",5.7,0,16,3,3550,"Comedy"
54,91,38,16702864,8023,0,49,"English","USA","PG",5.2,591,14,14,5998,"Comedy"
99,125,34,15561627,39105,0,359,"English","USA","R",7.5,0,15,17,7000,"Drama"
412,122,0,17750583,93548,0,307,"English","UK","R",7.2,23000,10,3,9272,"Biography"
107,102,0,14793904,28209,1,80,"English","Canada","PG-13",5.3,0,23,9,758,"Comedy"
192,90,44,15281286,64646,2,105,"English","USA","R",6.5,0,15,9,4544,"Comedy"
25,98,28,8000000,1400,0,41,"English","USA","PG",5,346,29,37,245,"Action"
104,109,128,13491653,23728,0,213,"English","USA","R",6.1,813,20,17,4667,"Drama"
146,90,31,10494494,19586,1,109,"English","USA","PG-13",4.4,4000,7,5,194,"Action"
124,112,0,7837632,46396,0,287,"English","USA","R",7.5,0,13,21,402,"Drama"
107,94,0,15155772,8895,2,48,"English","USA","PG-13",5.7,3000,14,4,417,"Comedy"
11,105,6,8508843,7470,1,35,"English","USA","PG",5.5,0,19,29,505,"Adventure"
93,104,109,7739049,10680,2,112,"English","Canada","R",7.1,562,11,14,270,"Comedy"
38,112,213,6734844,29591,0,118,"English","USA","R",5.9,0,8,32,226,"Drama"
60,108,25,6000000,10832,0,102,"English","USA","PG",6.7,0,12,37,403,"Action"
184,112,97,6615578,15352,2,82,"English","Germany","R",7,0,16,9,408,"Biography"
148,127,13000,5887457,142416,1,420,"English","USA","R",7.9,0,7,24,17980,"Biography"
217,111,655,13362308,31898,1,111,"English","USA","PG-13",6.9,0,9,5,12802,"Drama"
160,126,44,5701643,37635,0,165,"Mongolian","Russia","R",7.3,0,32,11,216,"Adventure"
209,114,0,5694401,194489,4,192,"English","UK","R",7.3,12000,10,10,15333,"Action"
40,99,379,5333658,2541,2,54,"English","USA","PG",3.5,0,9,36,328,"Action"
85,150,0,4414535,30618,0,224,"English","UK","PG-13",7.8,0,6,22,530,"Drama"
83,117,78,4806750,6091,0,53,"English","Australia","PG",7.4,0,17,9,495,"Biography"
263,112,337,3707794,31359,0,156,"English","Greece","PG-13",6.7,0,16,2,1674,"Adventure"
128,108,11000,3203044,25165,2,155,"English","USA","R",6.4,827,13,15,4289,"Comedy"
186,116,6,4435083,27882,2,119,"English","Australia","R",7.1,18000,15,5,13071,"Biography"
292,144,0,2222647,52958,0,193,"German","Germany","R",7.8,0,16,9,41,"Drama"
70,93,28,3500000,10082,2,100,"English","USA","R",5.9,0,10,32,703,"Action"
79,103,154,676698,26730,0,180,"English","USA","R",7.2,2000,14,16,786,"Crime"
103,93,190,3419967,13359,0,56,"English","USA","R",7.2,19000,27,5,256,"Music"
10,121,0,229311,899,2,42,"English","Spain","R",6.2,271,14,19,595,"Action"
112,105,2,63260,14325,0,90,"English","France","R",6.7,0,11,12,393,"Action"
256,119,99,121463226,422606,2,555,"English","USA","R",7.6,0,8,11,5537,"Comedy"
44,103,0,90485233,9544,0,45,"English","USA","PG-13",4.1,804,18,9,695,"Comedy"
97,98,209,58006147,67653,2,108,"English","USA","PG-13",6.2,0,22,10,146,"Drama"
142,80,19,51053787,45900,1,247,"English","USA","PG",6.5,0,11,13,4278,"Action"
187,121,83,23472900,264533,1,609,"English","UK","PG-13",8.1,12000,12,14,1234,"Drama"
193,94,87,39687528,140780,1,376,"English","France","R",6.3,0,6,11,647,"Action"
40,93,148,7017178,1633,5,17,"English","USA","PG",4.4,0,14,5,329,"Drama"
38,116,0,325491,4387,0,67,"English","USA","R",6,204,14,16,75,"Crime"
239,101,448,96471845,268581,0,1109,"English","USA","PG-13",7.6,20000,10,17,256,"Fantasy"
250,154,0,85200000,488537,1,1076,"English","USA","R",8.4,18000,6,32,1077,"Action"
82,170,165,72000000,66959,1,258,"English","USA","Approved",7.9,0,12,54,323,"Drama"
140,99,13,72219395,105585,1,419,"English","USA","R",5.6,0,31,21,16560,"Horror"
129,104,42,82389560,106820,1,147,"English","USA","R",6.5,14000,13,4,736,"Comedy"
285,126,729,71502303,149966,0,835,"English","USA","R",7.5,0,8,14,501,"Adventure"
91,110,422,19179969,54710,2,177,"English","USA","R",6.3,0,8,12,11294,"Comedy"
318,101,0,47000000,157857,0,1191,"English","USA","R",7.9,12000,9,40,1113,"Horror"
283,80,611,84961,149414,4,841,"Mandarin","China","PG-13",7.9,0,4,16,2073,"Action"
52,87,9,37566230,3407,1,48,"English","USA","PG",5.1,309,9,15,652,"Comedy"
56,123,92,70492685,11600,5,64,"English","USA","R",6.7,7000,20,5,912,"Comedy"
186,109,248,35635046,121058,0,482,"English","UK","R",6.7,3000,12,12,5985,"Action"
178,90,52,45670855,67978,0,279,"English","Canada","R",5.6,12000,25,8,456,"Horror"
140,96,36,37939782,62272,0,207,"English","USA","R",5.6,2000,21,16,689,"Comedy"
469,125,364,172051787,264186,0,665,"English","USA","PG",6.8,30000,12,8,7667,"Action"
63,82,12,30324946,48458,2,239,"English","USA","PG-13",6.2,0,22,20,2879,"Comedy"
148,86,33,27854896,64190,1,129,"English","USA","PG-13",5.6,16000,7,7,5520,"Drama"
265,108,192,41777564,129719,0,855,"English","USA","R",6.4,0,19,12,860,"Horror"
75,98,39,22734486,11815,1,117,"English","USA","PG-13",5.6,320,33,15,513,"Comedy"
113,129,51,44469602,23480,0,83,"English","USA","PG",7.4,21000,14,3,250,"Biography"
62,99,17,24708699,7991,7,30,"English","USA","PG-13",4.9,0,14,8,885,"Comedy"
54,105,49,21160089,8522,0,92,"English","USA","PG-13",6,874,3,12,429,"Comedy"
223,112,36,64998368,213898,4,250,"English","USA","PG-13",7.2,36000,13,6,3832,"Comedy"
50,108,19,19693891,12993,2,107,"English","USA","PG-13",4.9,476,12,17,811,"Comedy"
125,121,0,16311763,50656,1,416,"English","UK","R",7.5,0,13,20,707,"Crime"
81,89,11,12693621,10885,0,271,"English","USA","PG-13",4.8,814,4,16,985,"Horror"
37,89,0,15655665,9104,2,112,"English","USA","PG-13",3.1,110,37,12,471,"Comedy"
44,73,11,11634458,2045,0,37,"English","USA","G",5.8,339,36,19,526,"Adventure"
197,132,847,27154426,52852,1,138,"English","USA","R",6.7,4000,17,9,1528,"Crime"
543,96,201,54239856,125016,0,789,"English","USA","R",6.5,70000,9,5,201,"Horror"
112,98,80,8662318,15033,1,75,"English","USA","PG-13",5.9,0,16,9,490,"Comedy"
153,107,80,7156725,22639,6,217,"English","USA","PG-13",5.5,300,15,12,1614,"Comedy"
94,134,22,15681020,33570,6,259,"English","UK","PG",3.6,1000,32,31,694,"Action"
62,94,8,7070459,4600,0,18,"English","Canada","PG-13",3.3,238,12,11,172,"Drama"
157,122,47,6855137,88590,2,419,"English","Germany","R",7.4,0,14,12,8271,"Action"
35,128,9,2694071,3222,3,64,"English","USA","PG",6.7,352,29,14,429,"Biography"
21,97,3,2315683,4081,0,28,"English","UK","PG-13",3,154,17,32,251,"Adventure"
236,110,168,39825798,295375,3,645,"English","USA","PG-13",7.6,15000,15,12,1358,"Drama"
50,102,4,2000000,1275,0,27,"English","USA","PG",6.4,0,4,37,410,"Adventure"
106,98,541,1569918,16234,1,113,"English","Ireland","R",6.9,0,15,15,127,"Biography"
106,120,30,106869,13762,1,39,"English","France","R",6.6,0,22,4,4781,"Crime"
173,160,219,273420,32671,6,238,"English","France","R",5.5,0,15,12,697,"Comedy"
145,83,57,4930798,16268,1,108,"English","USA","PG-13",4.1,0,14,6,226,"Horror"
31,102,6,59847242,55895,1,115,"English","USA","PG-13",6.8,0,7,27,1722,"Comedy"
105,122,30,220914,13239,2,97,"English","USA","R",6.5,0,41,12,8087,"Biography"
236,110,168,39825798,295375,3,645,"English","USA","PG-13",7.6,15000,15,12,1358,"Drama"
114,126,0,43848100,119150,2,219,"English","USA","R",7.4,0,11,31,501,"Crime"
69,136,0,42700000,78392,2,196,"English","USA","PG",7.7,0,21,23,13333,"Drama"
150,120,11,18663911,46204,1,151,"English","UK","PG",7.1,0,13,11,4040,"Biography"
72,108,18,11702090,37700,2,50,"English","USA","PG-13",6.3,0,12,11,616,"Comedy"
158,126,26,13005485,56665,0,469,"English","USA","R",7.6,0,21,15,549,"Drama"
96,128,608,95860116,277451,0,491,"English","USA","PG",8,23000,18,29,17000,"Comedy"
84,113,137,127175354,288451,2,438,"English","USA","PG-13",7.3,0,13,24,738,"Comedy"
114,89,0,92823600,149108,0,273,"English","USA","R",7.6,0,23,29,121,"Comedy"
79,129,0,54000000,26310,0,154,"English","USA","R",7.8,0,11,36,607,"Drama"
103,94,480,68525609,132963,5,302,"English","USA","R",6.5,0,9,18,659,"Comedy"
67,106,48,52885587,35312,0,267,"English","USA","R",6.4,0,13,19,7763,"Comedy"
576,100,405,44667095,190030,0,583,"English","France","PG-13",8,30000,10,7,840,"Comedy"
178,89,687,42638165,42182,1,230,"English","USA","PG-13",4.8,0,10,9,3725,"Drama"
487,94,0,45507053,237848,2,377,"English","USA","PG-13",7.8,71000,16,6,8853,"Adventure"
196,83,473,39511038,56269,0,366,"English","USA","R",5.9,0,42,12,8199,"Horror"
24,111,19,6462576,1449,0,30,"English","USA","PG-13",5.4,0,17,2,155,"Drama"
56,80,11,40363530,18254,2,307,"English","USA","PG",3.3,1000,22,16,644,"Comedy"
406,112,0,37623143,467234,0,1083,"Spanish","Spain","R",8.2,27000,15,12,384,"Drama"
51,94,14,33357476,7392,0,53,"English","USA","PG",5.4,393,12,17,878,"Action"
41,130,309,28734552,9566,2,81,"English","USA","R",6.4,1000,8,17,781,"Crime"
138,91,26,37300107,29147,1,115,"English","USA","PG-13",4.8,0,12,7,1546,"Drama"
78,91,29,27087695,41664,0,205,"English","USA","PG-13",5.9,0,8,17,638,"Adventure"
40,110,23,30102717,28736,2,72,"English","USA","R",5.5,0,13,27,250,"Action"
285,121,1000,23618786,352695,1,687,"English","UK","R",7.9,17000,8,11,133,"Action"
124,114,15,26896744,16582,4,125,"English","USA","PG-13",4.9,0,9,10,727,"Comedy"
275,96,11000,23213577,198111,0,365,"English","Spain","PG-13",7.2,14000,24,10,6611,"Drama"
81,100,24,55461307,4654,9,46,"English","USA","R",6.7,18000,8,2,5617,"Comedy"
67,94,7,20627372,13661,3,134,"English","USA","PG-13",5.3,487,14,18,1112,"Comedy"
103,109,7,16346122,25549,0,171,"English","USA","PG-13",7.2,0,14,16,691,"Drama"
300,107,45,16204793,92712,1,294,"English","USA","R",5.1,6000,15,9,8222,"Comedy"
84,96,22,15427192,11768,0,148,"English","USA","PG-13",5.6,492,13,18,3441,"Comedy"
64,88,11000,14792779,24256,0,91,"English","USA","PG",7.6,0,10,31,499,"Comedy"
169,110,179,13998282,24854,1,374,"English","USA","PG-13",3.1,31000,11,4,4578,"Action"
158,113,47,19057024,113963,0,361,"English","USA","PG-13",7.2,24000,11,8,7260,"Drama"
46,101,6,14108518,8215,1,95,"English","USA","PG-13",5.7,371,11,15,465,"Comedy"
15,105,121,13854000,21079,0,55,"English","USA","PG-13",5.2,818,25,30,4795,"Comedy"
68,125,438,77324422,178731,2,261,"English","USA","PG-13",7.7,0,12,25,11124,"Drama"
111,100,9,15500000,51996,0,302,"English","Germany","R",7,0,20,19,447,"Mystery"
21,97,3,11540112,2385,1,20,"English","USA","PG-13",3.6,177,11,14,721,"Comedy"
65,112,28,4734235,8217,0,123,"English","USA","R",6,573,5,18,391,"Comedy"
109,112,11000,4839383,21613,0,148,"English","USA","PG-13",6.6,762,16,16,4097,"Comedy"
42,95,89,4193025,30682,0,194,"English","USA","R",6.8,0,17,19,725,"Comedy"
112,110,85,5900000,98629,1,316,"English","UK","R",7.2,0,10,32,498,"Action"
146,118,369,2849142,24104,1,88,"English","USA","R",7.2,0,26,11,571,"Drama"
36,97,34,1686429,8687,1,62,"English","USA","PG-13",2.8,0,5,21,486,"Action"
230,120,115,1984743,20616,3,70,"English","USA","R",6.6,0,13,5,3542,"Drama"
64,135,133,1666262,5321,0,78,"English","UK","PG-13",6.7,356,18,13,621,"Drama"
393,101,0,2319187,92640,0,212,"English","UK","R",7,23000,6,5,1629,"Crime"
75,92,29,13922211,18271,9,150,"English","USA","R",4.4,0,10,14,813,"Comedy"
67,92,6,23091,5664,1,42,"English","UK","R",6.2,921,4,10,3510,"Drama"
216,161,929,336467,45449,0,192,"English","France","Not Rated",7.3,23000,14,9,298,"Drama"
54,92,143,2964,7444,2,42,"English","USA","PG-13",5.1,0,5,6,853,"Comedy"
208,122,0,2428883,21370,1,132,"English","USA","R",6.6,0,12,4,682,"Drama"
32,91,10,13571817,5312,3,40,"English","USA","PG-13",4.5,939,12,16,681,"Comedy"
78,115,460,1554566,8624,1,180,"English","Canada","R",6.6,824,6,16,169,"Drama"
21,94,4,508867,1033,0,26,"English","USA","PG",6.5,282,7,17,663,"Drama"
40,93,7,1181197,3299,0,24,"English","USA","R",5.9,191,9,13,974,"Drama"
40,94,7,81525,29392,1,91,"French","France","R",6.6,0,6,17,99,"Action"
251,95,571,7774730,61912,0,352,"English","Canada","R",6.5,0,7,12,300,"Comedy"
94,105,102,234760500,126464,1,175,"English","USA","R",7.3,0,17,34,630,"Action"
102,103,0,285761243,311075,5,305,"English","USA","PG",7.5,20000,10,28,1642,"Comedy"
21,102,12000,167780960,36918,4,42,"English","USA","PG",5.9,3000,16,31,6892,"Comedy"
94,116,521,177200000,77366,1,194,"English","USA","PG",7.4,0,7,36,4667,"Comedy"
173,110,12000,176781728,219171,2,388,"English","USA","PG",6.9,19000,7,32,3852,"Action"
287,120,0,128067808,217740,3,1641,"Mandarin","Taiwan","PG-13",7.9,0,30,18,43,"Action"
176,122,0,130058047,822500,0,2715,"English","USA","R",8.4,22000,15,19,6329,"Drama"
479,118,0,138795342,503631,0,636,"English","UK","R",8,64000,17,8,5173,"Biography"
27,107,425,111936400,87538,1,79,"English","USA","PG",6,0,5,30,458,"Comedy"
60,102,4,317040,6723,1,36,"English","USA","PG-13",6.8,1000,23,10,10294,"Drama"
70,154,14000,94175854,60988,0,199,"English","USA","PG-13",7.8,6000,16,33,568,"Drama"
454,114,77,91121452,467613,1,608,"English","UK","PG-13",8.1,165000,18,4,6566,"Biography"
25,109,6,69800000,18140,1,60,"English","USA","R",6.1,855,16,38,672,"Comedy"
46,124,150,79900000,12974,0,84,"English","USA","PG",7.5,0,21,38,754,"Biography"
111,94,87,64001297,32002,1,103,"English","USA","PG",6.2,0,20,8,6181,"Comedy"
393,100,127,71588220,134869,1,304,"English","Canada","PG-13",6.2,57000,4,5,530,"Fantasy"
318,101,0,47000000,157857,0,1191,"English","USA","R",7.9,12000,9,40,1113,"Horror"
55,98,11000,61400000,71183,1,183,"English","USA","R",7.4,0,27,35,712,"Adventure"
157,102,79,101978840,77724,0,162,"English","USA","R",6.6,26000,11,5,330,"Comedy"
280,94,350,56437947,85333,0,421,"English","UK","PG-13",7.3,0,9,12,138,"Biography"
109,92,13000,73326666,189413,3,306,"English","USA","PG",7.5,15000,11,30,611,"Comedy"
41,113,0,55184721,9811,8,100,"English","USA","PG-13",5.6,1000,22,11,1109,"Comedy"
27,115,44,50003300,36624,4,132,"English","USA","PG",7.3,0,12,24,9301,"Drama"
462,95,43,54322273,139749,0,509,"English","UK","PG-13",6.4,29000,18,6,3862,"Drama"
152,87,165,47860214,34711,0,468,"English","USA","PG-13",5,0,21,12,605,"Horror"
69,88,189,47811275,29008,1,99,"English","USA","PG",5.4,896,12,16,887,"Adventure"
130,97,272,43022524,67604,0,218,"English","USA","R",7.1,12000,11,21,8986,"Comedy"
66,94,13,42672630,27580,1,172,"English","USA","PG",5.3,0,24,15,743,"Adventure"
238,112,29,42919096,64747,1,122,"English","USA","PG-13",6.5,12000,6,5,4625,"Action"
198,98,66,42592530,29867,0,181,"English","USA","PG-13",6.2,27000,7,3,1407,"Comedy"
154,104,0,40064955,92074,1,502,"English","USA","R",6.4,0,11,20,3000,"Horror"
19,118,13,39100956,13442,0,59,"English","USA","R",7.2,0,29,25,38,"Biography"
131,120,446,44886089,69576,3,207,"English","USA","R",6.9,2000,8,21,12000,"Crime"
97,99,11,37882551,80305,0,393,"English","USA","R",5.7,0,22,17,4318,"Comedy"
355,109,453,40983001,181025,2,336,"English","USA","R",7.7,38000,12,6,8651,"Crime"
138,105,488,20991497,39782,1,172,"English","USA","PG-13",5.4,11000,5,3,14000,"Comedy"
102,106,357,35007180,26846,0,193,"English","USA","PG-13",5.6,0,10,18,8294,"Action"
419,123,120,35887263,265507,0,388,"English","UK","PG-13",7.7,90000,24,4,4675,"Biography"
37,86,14,34308901,15939,3,87,"English","USA","PG-13",5.1,0,20,15,775,"Comedy"
78,120,18,33771174,27044,2,240,"English","USA","PG-13",6.8,0,18,18,7315,"Comedy"
181,227,767,6000000,192775,8,559,"English","UK","PG",8.4,11000,18,56,299,"Adventure"
220,119,0,33386128,36372,0,491,"English","USA","R",4.9,3000,12,9,755,"Horror"
349,115,212,37877959,86664,1,252,"English","USA","R",7.1,38000,4,4,1144,"Adventure"
241,114,29,32721635,67822,0,279,"English","USA","R",6.6,0,26,9,817,"Crime"
103,90,6,31585300,38248,0,250,"English","USA","PG-13",6.1,0,16,13,703,"Comedy"
151,94,28,30259652,26905,5,614,"English","USA","R",4.1,0,23,16,1198,"Comedy"
344,106,255,163192114,229687,0,637,"English","USA","PG-13",5.8,15000,19,8,5283,"Action"
185,98,0,30857814,294163,0,718,"English","USA","PG",8.1,33000,18,31,6410,"Adventure"
112,126,18000,30226144,47626,1,118,"English","USA","PG-13",7.6,0,18,11,6899,"Biography"
676,100,0,35054909,431578,0,1264,"English","USA","R",7.8,81000,5,7,11324,"Crime"
74,89,10,29302097,23408,8,105,"English","Germany","PG",4.6,810,36,14,559,"Comedy"
65,111,13,29106737,15582,0,132,"English","USA","R",6,849,26,20,478,"Comedy"
274,100,35,28637507,212167,1,713,"English","UK","R",7,0,14,11,3769,"Drama"
50,115,49,30127963,12596,0,64,"English","USA","PG",6.7,0,25,4,109,"Drama"
96,106,61,32645546,8427,5,88,"English","USA","PG",6.4,1000,21,13,788,"Comedy"
68,124,107,27441122,14322,0,116,"English","USA","PG-13",7.2,0,17,18,917,"Drama"
111,107,5,28014536,73347,1,296,"English","USA","R",7.4,0,19,21,619,"Action"
128,99,3,33860010,33088,3,143,"English","USA","PG-13",4.8,0,15,9,5203,"Comedy"
160,90,31,26421314,28964,0,457,"English","USA","R",4,949,30,18,180,"Adventure"
93,101,26,24881000,57140,0,195,"English","USA","R",6.2,6000,9,22,477,"Drama"
278,119,11000,23089926,166269,3,735,"English","UK","R",7.7,0,11,13,6656,"Drama"
81,103,20,26161406,13874,2,52,"English","USA","G",6.7,0,17,8,318,"Adventure"
58,134,133,22954968,45703,1,156,"English","UK","PG",7.9,0,22,25,4189,"Drama"
